,image_id,class_id,x_min,y_min,w,h
12651,2707,6,368.3,583.1,266.9,19.0
12652,2707,7,241.5,26.4,607.2,568.2
12653,2707,5,77.0,112.1,143.7,309.5
12654,2708,7,230.6,532.0,267.4,426.0
12655,2708,7,580.6,375.2,144.0,322.4
12656,2708,7,469.1,588.9,196.3,319.0
12657,2708,7,241.3,154.4,423.6,598.0
12658,2709,1,0.0,848.3,289.5,175.4
12659,2709,1,160.3,414.8,575.2,514.0
12660,2709,0,446.0,805.6,65.8,114.8
12661,2709,1,147.6,335.6,571.9,549.2
12662,2709,1,155.4,0.0,534.1,553.3
12663,2709,0,228.8,0.0,147.8,224.2
12664,2709,1,634.4,161.2,41.1,142.6
12665,2709,0,601.1,190.6,59.9,102.6
12666,2709,1,600.6,280.7,70.6,33.5
12667,2709,1,404.3,0.0,288.8,202.2
12668,2709,1,327.4,0.0,304.8,296.3
12669,2709,1,274.3,70.4,88.6,166.3
12670,2709,1,183.6,186.9,155.7,59.6
12671,2709,1,185.1,111.1,45.0,100.6
12672,2710,1,321.7,245.8,406.7,520.6
12673,2711,7,56.9,0.0,506.2,233.1
12674,2711,7,0.0,0.0,154.4,521.9
12675,2711,2,0.0,35.3,914.3,985.1
12676,2711,4,102.3,242.5,289.9,521.7
12677,2711,4,434.1,200.4,304.4,517.6
12678,2711,4,168.6,690.5,163.6,133.3
12679,2711,5,359.3,670.2,340.7,109.2
12680,2712,3,358.9,385.7,245.3,448.0
12681,2712,1,608.8,655.2,61.7,49.8
12682,2713,7,621.2,865.9,402.4,157.8
12683,2713,5,773.0,692.7,94.1,126.4
12684,2713,0,397.0,656.0,114.6,78.7
12685,2713,1,839.9,112.6,183.6,343.8
12686,2713,7,245.5,0.0,298.2,346.4
12687,2713,7,512.4,0.0,511.2,379.3
12688,2713,1,38.9,257.6,808.2,431.7
12689,2713,1,301.2,355.1,377.7,131.1
12690,2713,0,260.2,732.9,113.4,75.9
12691,2714,3,559.2,344.0,104.1,253.0
12692,2714,3,463.7,349.8,100.3,256.0
12693,2714,2,702.0,404.3,67.6,110.7
12694,2714,0,895.2,337.3,119.1,63.3
12695,2715,7,365.4,347.4,373.5,394.2
12696,2716,3,403.3,426.9,225.9,210.3
12697,2717,5,545.2,173.5,331.2,241.8
12698,2717,2,362.0,534.6,370.8,293.1
12699,2717,7,231.6,809.7,215.7,170.9
12700,2718,1,348.2,245.6,344.9,439.7
12701,2719,5,439.1,325.1,477.5,422.9
12702,2719,5,375.1,286.5,108.2,415.2
12703,2720,5,285.1,141.7,420.6,526.7
12704,2721,5,248.2,385.8,640.0,414.5
12705,2721,1,95.8,339.0,237.4,146.3
12706,2721,0,978.3,254.7,44.4,92.4
12707,2722,5,270.5,289.9,99.3,64.0
12708,2722,7,157.5,343.4,264.4,399.6
12709,2722,7,277.1,478.5,20.6,38.6
12710,2722,2,342.1,684.4,103.6,126.6
12711,2722,7,533.3,294.9,295.1,386.4
12712,2722,7,154.7,395.5,144.5,158.5
12713,2722,7,298.4,379.3,255.2,310.9
12714,2722,0,544.8,821.5,77.2,148.7
12715,2722,1,365.5,681.3,64.3,122.9
12716,2723,0,209.8,169.3,549.6,665.1
12717,2724,0,262.5,434.4,478.4,221.8
12718,2725,1,464.6,304.0,537.4,684.7
12719,2726,7,439.9,175.7,439.2,705.8
12720,2726,2,852.0,766.0,146.3,94.5
12721,2727,1,292.9,207.0,247.5,334.2
12722,2728,7,221.2,555.3,121.4,158.5
12723,2728,7,313.7,520.5,312.6,311.9
12724,2728,7,593.5,299.7,355.3,478.1
12725,2728,7,280.1,104.0,368.3,460.9
12726,2729,1,431.1,936.4,441.2,87.4
12727,2729,7,915.6,885.1,108.0,138.7
12728,2729,7,266.2,0.0,757.5,425.7
12729,2729,6,129.7,418.0,619.3,534.3
12730,2730,2,350.8,370.5,177.4,198.9
12731,2731,1,212.4,291.0,505.1,546.7
12732,2732,1,151.0,423.9,380.3,210.3
12733,2732,1,543.2,368.8,107.7,58.7
12734,2732,1,572.3,421.1,71.1,35.3
12735,2732,1,483.6,402.3,148.7,126.2
12736,2732,1,586.5,249.7,436.8,313.9
12737,2732,7,844.5,238.2,179.1,79.2
12738,2732,1,827.9,151.6,102.9,104.6
12739,2732,1,843.2,169.1,61.6,50.0
12740,2732,1,882.8,208.3,140.9,46.0
12741,2732,1,880.1,182.9,132.4,46.7
12742,2732,1,891.6,356.8,132.1,159.0
12743,2732,1,912.3,271.5,95.8,32.8
12744,2733,2,370.9,287.7,239.6,370.1
12745,2734,5,400.3,110.0,291.6,571.4
12746,2734,0,108.4,216.6,196.1,356.6
12747,2735,4,168.0,325.8,654.9,474.2
12748,2736,0,379.6,478.0,32.3,48.2
12749,2736,0,304.6,454.2,64.6,101.1
12750,2736,0,381.3,386.7,134.8,71.6
12751,2736,7,385.8,392.2,180.1,91.6
12752,2736,0,355.6,444.7,35.3,84.9
12753,2736,3,243.6,486.7,344.6,72.2
12754,2736,3,425.2,440.2,163.0,81.3
12755,2737,6,57.2,497.0,263.1,146.0
12756,2737,1,0.0,400.0,61.6,152.6
12757,2737,1,0.0,293.6,46.4,190.2
12758,2737,1,35.6,333.5,174.4,147.8
12759,2737,7,38.9,430.2,220.4,129.0
12760,2737,1,44.4,429.2,214.3,129.3
12761,2737,1,0.0,548.1,178.8,265.1
12762,2737,1,64.7,589.5,53.8,60.7
12763,2737,1,66.0,637.0,37.2,40.6
12764,2737,1,22.7,642.8,64.3,90.2
12765,2737,1,0.0,571.7,113.8,207.5
12766,2737,1,263.1,377.9,571.3,357.3
12767,2737,0,345.7,441.7,289.2,154.9
12768,2737,0,249.6,568.1,270.9,167.9
12769,2737,1,368.8,319.7,554.3,280.4
12770,2737,0,0.0,812.2,25.4,64.0
12771,2738,0,258.4,331.1,500.1,402.9
12772,2739,5,619.0,153.7,101.6,119.4
12773,2739,7,560.1,483.3,347.4,287.5
12774,2739,0,721.6,524.7,84.7,61.0
12775,2739,2,607.5,529.3,77.9,52.1
12776,2739,6,394.5,457.1,222.1,171.9
12777,2739,1,447.7,483.8,134.8,105.9
12778,2739,0,504.9,640.3,73.5,69.8
12779,2739,1,88.7,575.5,452.1,390.6
12780,2739,6,483.9,727.6,292.9,148.8
12781,2739,0,438.5,597.8,92.1,23.9
12782,2739,7,397.9,454.9,247.2,150.6
12783,2740,5,292.9,337.5,245.8,158.7
12784,2741,1,594.0,192.3,71.9,29.5
12785,2741,7,506.4,68.4,89.1,255.0
12786,2741,7,245.1,0.0,302.2,408.4
12787,2741,1,539.9,283.4,234.2,328.8
12788,2741,7,515.8,171.7,234.2,278.3
12789,2741,1,551.9,233.7,163.6,84.0
12790,2741,7,172.2,328.5,396.2,512.3
12791,2741,7,614.1,462.6,246.9,333.2
12792,2741,7,453.3,556.4,265.1,424.3
12793,2741,0,610.5,262.4,16.8,45.0
12794,2742,9,299.0,375.4,499.8,286.0
12795,2743,1,325.1,681.4,299.3,211.8
12796,2743,1,395.5,54.9,278.3,226.5
12797,2743,1,291.2,122.9,368.4,276.1
12798,2743,1,199.4,376.1,551.3,414.2
12799,2743,1,698.6,186.9,84.0,50.5
12800,2744,0,0.0,0.0,282.7,485.0
12801,2744,1,224.4,156.7,499.3,436.7
12802,2744,0,423.8,198.2,303.8,71.1
12803,2744,5,459.1,524.7,211.1,118.2
12804,2744,0,314.4,305.5,29.3,49.2
12805,2745,5,628.1,723.7,277.3,232.6
12806,2745,5,139.3,721.6,296.8,228.0
12807,2745,5,406.9,747.5,251.0,210.0
12808,2745,5,608.9,466.0,320.6,188.2
12809,2745,5,370.2,470.6,265.4,185.3
12810,2745,9,757.6,726.6,139.3,163.6
12811,2745,9,666.4,724.5,149.6,163.1
12812,2745,9,534.6,722.0,97.6,174.0
12813,2745,9,432.0,720.3,105.1,170.7
12814,2745,9,136.2,714.0,125.2,240.9
12815,2745,9,235.3,717.4,180.7,258.9
12816,2745,9,748.2,574.7,153.7,84.9
12817,2745,9,674.2,571.4,124.2,85.3
12818,2745,9,817.6,376.5,120.8,175.7
12819,2745,9,645.6,371.0,190.1,186.1
12820,2745,9,76.2,467.7,184.8,202.9
12821,2745,9,181.3,494.0,207.4,192.8
12822,2745,9,874.7,119.2,133.0,196.2
12823,2745,9,677.0,115.9,208.3,188.7
12824,2745,9,84.7,90.8,154.7,180.7
12825,2745,9,225.9,105.0,167.5,175.7
12826,2745,9,400.9,91.2,105.1,195.8
12827,2745,9,497.9,64.0,146.2,230.1
12828,2746,5,284.4,377.1,261.4,366.0
12829,2746,5,529.9,421.6,293.2,329.7
12830,2747,2,170.7,328.6,497.4,367.5
12831,2747,5,442.2,290.5,269.2,216.4
12832,2747,1,180.1,391.1,405.0,305.8
12833,2748,5,368.8,875.7,117.1,148.0
12834,2748,0,142.5,639.0,247.6,140.9
12835,2748,0,322.0,570.9,42.7,65.7
12836,2748,7,460.2,0.0,502.9,539.1
12837,2748,0,940.4,0.0,83.3,91.4
12838,2749,1,104.2,311.5,763.9,496.1
12839,2750,1,628.5,0.0,105.3,50.5
12840,2750,1,378.2,0.0,258.4,166.9
12841,2750,1,369.1,46.7,431.4,163.3
12842,2750,1,251.9,57.9,551.6,618.2
12843,2750,1,284.4,249.4,67.4,137.4
12844,2750,1,381.3,159.7,105.3,36.6
12845,2750,1,530.6,136.6,111.1,40.1
12846,2750,1,658.3,173.5,94.1,49.5
12847,2750,1,584.1,166.3,83.3,48.8
12848,2750,1,447.0,159.5,137.5,50.0
12849,2750,1,218.4,386.5,359.6,579.3
12850,2750,1,222.8,263.1,224.2,402.5
12851,2750,1,284.8,471.1,61.3,85.6
12852,2750,1,256.3,361.7,138.5,306.0
12853,2750,1,254.6,547.6,91.8,121.4
12854,2750,1,309.5,248.4,184.6,429.0
12855,2750,1,389.8,371.3,426.0,308.8
12856,2750,1,461.5,492.2,66.0,187.2
12857,2751,3,322.4,331.4,379.3,206.2
12858,2752,7,314.4,146.3,379.2,573.6
12859,2753,0,248.6,546.0,301.0,147.8
12860,2754,1,229.3,174.0,518.9,295.1
12861,2754,1,209.0,250.1,589.8,642.8
12862,2755,3,129.4,328.6,662.3,392.1
12863,2756,0,234.7,333.2,554.9,280.0
12864,2757,4,282.1,61.2,307.1,863.5
12865,2758,1,398.0,695.9,134.1,83.6
12866,2758,7,520.1,98.2,164.8,128.0
12867,2758,7,551.4,149.0,96.5,103.6
12868,2758,1,429.0,489.3,18.3,48.8
12869,2758,1,406.9,382.3,54.6,62.6
12870,2758,1,338.3,434.5,103.4,212.0
12871,2758,1,117.1,533.7,285.0,360.0
12872,2758,1,434.0,346.8,104.4,257.0
12873,2758,7,523.4,149.0,351.0,811.0
12874,2759,0,609.9,0.0,185.2,601.9
12875,2759,0,611.9,478.2,19.6,118.9
12876,2759,0,519.8,594.5,214.3,248.4
12877,2759,0,240.1,0.0,376.2,661.6
12878,2759,0,53.8,0.0,186.2,214.1
12879,2759,0,466.3,945.3,124.3,78.5
12880,2759,0,223.2,798.2,188.3,225.5
12881,2760,7,211.3,219.6,474.0,488.0
12882,2761,8,456.1,347.4,262.4,62.7
12883,2761,8,531.0,529.5,100.6,218.4
12884,2762,7,110.1,550.1,119.9,73.9
12885,2762,1,457.8,627.3,472.7,319.5
12886,2762,1,0.0,921.4,317.3,102.3
12887,2762,7,337.6,654.2,185.9,266.7
12888,2762,0,150.3,365.0,263.1,246.9
12889,2762,5,225.5,320.3,119.9,82.0
12890,2762,5,246.5,362.4,46.1,44.7
12891,2762,5,174.1,402.3,75.5,25.1
12892,2762,7,536.7,667.4,295.6,174.7
12893,2762,7,326.8,489.9,361.0,243.0
12894,2762,1,324.7,239.0,433.8,241.5
12895,2762,1,419.2,291.3,123.3,29.7
12896,2762,1,322.7,63.7,438.9,228.6
12897,2762,1,431.1,288.8,310.2,46.5
12898,2762,1,0.0,514.5,157.5,238.5
12899,2762,7,0.0,587.2,365.0,352.8
12900,2762,1,0.0,314.9,102.3,206.2
12901,2763,7,19.3,227.3,749.4,569.4
12902,2764,2,374.3,265.5,429.2,537.7
12903,2765,5,291.9,243.6,562.8,396.7
12904,2765,5,113.4,393.7,424.3,337.3
12905,2765,0,225.5,650.7,164.2,120.6
12906,2766,4,391.1,129.8,227.6,507.3
12907,2767,3,456.9,143.9,227.8,792.7
12908,2768,1,324.1,479.2,380.6,214.3
12909,2769,0,0.0,538.1,837.6,347.1
12910,2769,0,172.4,84.7,614.3,809.0
12911,2770,7,22.0,0.0,1001.7,954.9
12912,2770,3,98.9,50.3,888.9,835.6
12913,2771,6,190.3,347.9,624.8,357.3
12914,2772,7,208.9,217.7,407.4,530.0
12915,2773,0,308.8,303.0,490.3,356.1
12916,2774,0,236.4,329.1,637.0,561.8
12917,2775,3,156.1,145.3,337.9,150.1
12918,2775,5,0.0,261.8,836.4,635.7
12919,2776,1,77.5,194.0,824.9,610.5
12920,2777,2,155.8,258.3,429.4,396.2
12921,2778,5,166.3,130.5,276.0,534.9
12922,2778,5,258.0,585.4,726.0,219.9
12923,2779,9,192.3,138.9,607.5,716.2
12924,2780,0,438.4,408.0,231.5,241.6
12925,2781,1,345.4,360.6,533.3,362.4
12926,2782,0,411.4,126.5,259.0,682.7
12927,2783,0,357.8,312.6,227.3,327.8
12928,2784,1,208.3,22.0,560.0,974.9
12929,2784,1,637.0,0.0,243.0,78.6
12930,2785,2,209.3,250.6,337.0,523.9
12931,2785,1,439.6,353.9,371.6,482.9
12932,2786,1,710.4,0.0,313.2,299.7
12933,2786,0,735.3,96.5,288.4,150.8
12934,2786,1,762.4,298.7,261.3,386.7
12935,2786,0,758.7,223.8,192.5,155.0
12936,2786,1,710.1,697.1,312.2,308.6
12937,2786,1,249.4,161.5,543.4,532.3
12938,2787,2,632.9,325.1,169.3,137.4
12939,2788,7,5.1,0.0,606.5,474.2
12940,2788,5,258.4,257.8,436.1,508.7
12941,2789,0,289.2,287.7,361.7,313.7
12942,2790,1,200.9,215.0,536.4,577.4
12943,2791,7,203.7,567.8,360.2,320.0
12944,2791,1,131.3,231.8,568.9,371.5
12945,2792,7,34.9,377.7,57.6,98.8
12946,2792,7,40.6,340.6,112.4,158.7
12947,2792,7,440.9,322.8,140.9,73.1
12948,2792,6,374.5,353.3,125.6,119.1
12949,2792,6,305.4,324.1,140.5,152.1
12950,2792,7,783.6,230.1,156.8,120.6
12951,2792,1,738.5,306.8,120.6,45.2
12952,2792,7,721.3,309.3,127.0,104.9
12953,2792,1,951.5,360.4,72.1,67.8
12954,2792,7,817.8,323.8,152.4,144.0
12955,2792,7,964.4,425.7,59.3,128.8
12956,2792,1,713.5,385.3,102.3,42.2
12957,2792,1,621.0,309.1,128.0,101.3
12958,2792,7,569.2,339.3,152.0,121.9
12959,2792,1,930.2,534.6,93.5,59.4
12960,2792,1,866.5,458.2,147.3,91.4
12961,2792,7,690.8,419.6,202.5,77.0
12962,2792,7,472.0,379.4,286.8,296.9
12963,2792,7,602.1,456.6,154.4,107.4
12964,2792,7,674.9,485.3,308.8,258.5
12965,2792,5,724.7,428.7,77.2,87.9
12966,2792,7,737.5,408.1,136.5,144.8
12967,2792,5,256.7,619.2,58.2,58.2
12968,2792,6,315.9,601.4,219.1,170.9
12969,2792,1,262.4,554.2,62.0,78.0
12970,2792,1,261.8,426.7,237.7,218.9
12971,2792,0,302.4,624.5,19.0,120.9
12972,2792,0,95.8,710.6,128.7,38.1
12973,2792,7,327.4,803.3,192.7,62.0
12974,2792,7,338.3,846.0,166.3,77.5
12975,2792,1,109.0,720.3,237.4,227.8
12976,2792,1,100.9,873.4,233.0,123.9
12977,2792,7,118.9,880.3,208.9,93.5
12978,2792,0,796.8,738.5,71.8,64.5
12979,2793,1,214.1,366.7,62.2,85.0
12980,2793,5,980.3,154.4,43.4,184.2
12981,2793,1,741.3,382.3,92.7,111.1
12982,2793,7,826.9,321.7,196.8,400.9
12983,2793,1,13.5,333.5,151.4,117.2
12984,2793,5,25.9,345.4,122.7,101.9
12985,2793,1,78.2,388.1,39.9,64.0
12986,2793,1,79.7,419.2,36.6,39.3
12987,2793,1,4.3,416.8,106.9,129.4
12988,2793,1,341.3,593.3,178.0,225.2
12989,2793,1,99.0,367.7,104.1,127.7
12990,2793,7,251.7,246.5,219.7,362.3
12991,2793,1,95.7,436.8,281.4,496.1
12992,2793,1,34.5,377.9,256.0,340.7
12993,2793,1,442.7,481.2,207.0,300.4
12994,2793,1,537.1,392.5,314.4,375.5
12995,2793,1,707.0,503.9,314.7,390.4
12996,2793,1,741.8,660.7,171.4,208.9
12997,2793,0,116.3,482.2,224.0,334.9
12998,2794,5,259.0,312.4,392.5,294.3
12999,2795,5,567.9,282.9,455.8,152.4
13000,2795,6,126.0,326.3,848.6,687.7
13001,2795,5,45.0,6.9,748.4,199.1
13002,2796,0,631.4,485.9,63.7,46.1
13003,2796,5,369.3,371.5,273.8,223.8
13004,2797,9,207.2,29.2,651.2,950.9
13005,2798,7,247.4,84.0,551.1,627.8
13006,2799,3,418.8,214.7,277.8,406.7
13007,2800,5,478.5,196.1,199.9,577.4
13008,2801,1,378.9,216.9,254.2,578.1
13009,2802,9,545.5,175.0,407.7,723.6
13010,2802,9,63.0,176.0,430.7,733.7
13011,2803,5,51.8,884.5,204.4,139.2
13012,2803,5,166.3,217.1,632.6,710.8
13013,2804,7,214.3,353.0,419.9,478.0
13014,2805,1,224.5,503.9,269.7,351.2
13015,2805,1,246.3,519.8,241.8,220.8
13016,2805,1,317.2,482.5,59.9,151.0
13017,2805,1,311.1,556.4,75.4,60.6
13018,2805,1,331.2,491.3,86.3,87.4
13019,2805,6,620.2,363.0,157.7,164.9
13020,2805,6,621.5,321.0,74.2,112.4
13021,2805,3,585.9,460.5,154.4,307.8
13022,2805,6,569.1,241.1,143.5,123.6
13023,2805,1,335.0,214.0,319.7,346.4
13024,2805,1,358.1,493.0,193.3,233.0
13025,2805,3,481.3,557.0,190.0,364.4
13026,2806,0,766.7,86.7,171.9,180.8
13027,2806,0,397.0,64.0,410.4,417.5
13028,2806,0,177.8,166.6,633.9,490.7
13029,2806,0,0.0,823.2,290.8,200.5
13030,2806,0,0.0,362.7,673.3,661.0
13031,2807,7,89.9,624.0,446.3,351.1
13032,2807,0,166.5,626.2,95.0,62.4
13033,2807,7,271.9,338.5,306.6,236.9
13034,2807,5,272.7,352.3,280.3,228.1
13035,2808,7,446.5,181.2,180.8,657.9
13036,2809,1,212.0,196.3,629.2,687.0
13037,2810,8,589.0,587.5,93.2,83.6
13038,2810,8,594.3,688.1,92.7,104.0
13039,2811,1,370.1,328.8,310.2,415.8
13040,2812,1,234.7,396.1,567.1,381.0
13041,2813,7,623.0,603.1,282.4,420.6
13042,2813,5,316.4,880.4,70.3,93.5
13043,2813,3,322.3,883.8,51.3,64.3
13044,2813,1,363.2,863.2,138.4,115.5
13045,2813,5,512.8,809.0,83.8,98.9
13046,2813,1,499.8,796.1,44.2,68.7
13047,2813,0,529.3,821.2,35.6,40.6
13048,2813,5,400.5,796.8,116.8,113.8
13049,2813,5,412.4,667.1,49.5,54.2
13050,2813,2,304.0,489.3,33.8,113.8
13051,2813,5,434.5,510.3,86.6,47.7
13052,2813,1,292.8,520.5,170.7,379.3
13053,2813,1,468.3,667.1,39.6,94.8
13054,2813,2,393.9,695.2,116.1,141.2
13055,2813,5,590.7,566.5,46.2,266.5
13056,2813,5,360.6,758.5,56.9,147.0
13057,2813,5,598.9,748.7,16.3,42.0
13058,2813,5,506.7,714.5,96.5,105.3
13059,2813,5,581.3,677.9,17.8,47.1
13060,2813,1,504.4,622.1,95.2,105.0
13061,2813,2,578.8,590.6,30.2,32.8
13062,2813,5,319.5,470.7,129.5,63.0
13063,2813,5,339.0,389.4,146.3,98.9
13064,2813,5,418.0,399.2,182.6,123.6
13065,2813,5,411.2,453.1,252.2,233.3
13066,2813,7,722.5,195.4,176.5,214.3
13067,2813,6,269.7,26.1,339.8,334.9
13068,2813,0,295.1,9.5,226.5,349.8
13069,2813,7,512.3,86.0,213.6,335.2
13070,2814,7,195.0,223.5,146.8,344.0
13071,2814,7,229.8,253.0,201.7,409.1
13072,2814,6,391.9,377.6,260.6,210.3
13073,2814,7,375.9,531.0,126.2,350.1
13074,2814,0,213.1,638.3,40.9,51.8
13075,2814,7,609.5,397.5,273.3,420.6
13076,2814,6,371.3,249.9,259.0,239.1
13077,2814,6,363.9,74.8,228.1,271.6
13078,2814,7,473.4,499.1,303.2,484.9
13079,2815,0,239.1,647.1,69.4,157.5
13080,2815,2,268.9,559.7,222.1,169.4
13081,2816,2,350.2,312.9,334.7,376.9
13082,2817,1,129.3,156.1,519.4,859.4
13083,2818,7,121.4,784.3,122.9,239.4
13084,2818,1,319.5,695.5,468.8,155.8
13085,2818,1,171.4,664.7,134.6,193.4
13086,2818,1,210.5,612.6,331.9,239.4
13087,2818,1,451.0,710.8,265.4,96.2
13088,2818,1,528.5,661.7,256.0,100.2
13089,2818,1,512.5,151.4,231.1,130.4
13090,2818,1,484.8,243.8,424.4,459.5
13091,2818,0,526.2,631.2,158.5,107.7
13092,2818,1,246.3,657.9,230.9,136.1
13093,2818,1,267.2,597.0,226.5,112.4
13094,2818,1,209.3,369.4,315.7,299.3
13095,2818,1,185.9,263.4,285.5,248.6
13096,2818,1,309.1,242.8,127.2,101.6
13097,2818,1,253.7,240.8,148.8,101.6
13098,2819,7,849.9,560.8,155.8,201.7
13099,2819,3,272.6,507.4,203.5,224.3
13100,2819,3,311.5,632.9,158.8,179.0
13101,2819,0,406.0,415.5,448.7,525.2
13102,2819,0,240.1,64.5,310.5,542.7
13103,2820,0,110.0,727.4,81.0,35.6
13104,2820,7,25.9,365.4,236.2,401.6
13105,2820,7,245.6,341.7,143.5,356.6
13106,2820,1,339.0,380.6,105.1,199.8
13107,2820,5,354.3,421.9,85.8,271.6
13108,2820,0,207.5,670.8,63.5,91.1
13109,2820,0,931.0,854.3,92.7,120.6
13110,2820,0,697.4,658.3,95.0,55.2
13111,2820,7,674.3,306.8,165.6,367.7
13112,2820,7,413.2,324.4,292.3,524.9
13113,2820,7,797.7,277.7,212.8,414.1
13114,2821,5,217.1,125.0,275.0,596.7
13115,2821,5,235.7,407.4,580.8,306.5
13116,2822,7,641.0,287.2,307.8,262.6
13117,2822,7,261.1,169.1,487.6,415.5
13118,2822,7,386.4,462.2,495.4,408.9
13119,2823,2,497.8,896.8,233.7,127.0
13120,2823,7,0.0,0.0,842.2,810.7
13121,2823,7,0.0,379.4,104.3,188.4
13122,2823,3,10.2,66.5,327.1,164.3
13123,2823,7,0.0,13.0,39.6,57.4
13124,2824,4,313.9,340.8,118.5,217.7
13125,2825,7,0.0,269.2,812.4,490.9
13126,2826,5,329.1,278.1,221.1,235.4
13127,2826,1,336.3,280.6,204.5,207.2
13128,2826,0,437.5,630.3,185.6,240.3
13129,2827,5,261.8,275.0,398.4,373.9
13130,2827,0,639.3,354.1,85.3,96.3
13131,2828,1,296.6,478.0,585.1,376.6
13132,2828,0,657.3,446.2,45.0,46.7
13133,2828,6,404.0,928.5,442.9,95.2
13134,2828,0,0.0,555.2,130.7,215.1
13135,2828,0,0.0,0.0,169.7,550.1
13136,2829,5,482.4,89.3,409.6,926.0
13137,2830,7,259.0,326.8,172.7,389.1
13138,2830,7,346.9,334.6,241.0,458.8
13139,2830,5,471.4,494.4,36.1,64.7
13140,2830,5,456.9,383.7,47.5,74.8
13141,2830,5,451.8,449.7,53.8,92.8
13142,2830,7,533.8,484.9,388.8,456.8
13143,2830,7,552.6,291.2,353.0,534.7
13144,2830,0,664.1,401.3,59.7,64.3
13145,2831,7,0.0,0.0,370.8,366.4
13146,2831,7,51.8,55.9,795.4,866.5
13147,2831,6,149.3,145.9,219.4,355.6
13148,2831,6,345.9,456.1,68.3,191.3
13149,2831,6,261.1,235.3,287.5,355.6
13150,2831,6,619.4,298.3,145.3,254.3
13151,2831,6,495.2,362.7,132.8,233.7
13152,2831,6,395.2,396.9,185.1,286.5
13153,2831,6,484.1,724.7,119.1,196.4
13154,2831,6,578.3,704.3,125.5,187.9
13155,2831,6,584.9,573.6,126.7,101.2
13156,2831,6,31.7,9.8,132.6,169.3
13157,2831,6,53.1,114.5,190.0,343.7
13158,2831,6,164.3,451.0,72.1,132.4
13159,2832,1,387.4,467.8,222.8,210.8
13160,2833,7,250.2,0.0,297.4,252.6
13161,2833,7,159.5,95.2,561.5,908.5
13162,2834,7,140.2,114.1,270.0,624.4
13163,2834,1,354.8,226.2,460.2,622.1
13164,2834,0,427.4,418.2,13.5,41.7
13165,2834,1,435.0,339.3,273.0,328.5
13166,2834,1,503.9,472.7,71.9,68.1
13167,2834,5,515.6,523.2,56.1,44.4
13168,2834,5,773.6,656.6,41.4,67.4
13169,2834,0,565.8,460.5,52.6,76.5
13170,2834,0,100.1,999.6,51.3,24.0
13171,2835,0,318.2,316.4,406.5,376.2
13172,2836,1,127.0,294.9,699.9,564.3
13173,2837,0,221.8,623.5,327.4,310.9
13174,2837,1,748.0,638.5,120.6,101.1
13175,2837,0,804.6,625.3,49.8,74.4
13176,2837,0,626.8,0.8,396.2,742.9
13177,2837,7,566.2,441.9,230.9,255.7
13178,2837,5,338.6,496.8,244.8,130.0
13179,2837,0,127.3,751.0,171.3,185.7
13180,2837,0,519.8,446.2,146.6,109.7
13181,2838,7,373.5,507.2,261.8,189.0
13182,2839,0,0.0,0.0,1023.7,1023.7
13183,2839,7,346.1,169.4,588.9,252.7
13184,2839,7,24.7,66.5,998.9,866.5
13185,2839,7,510.0,320.3,480.5,228.8
13186,2840,0,223.2,418.8,430.1,299.4
13187,2841,7,187.0,320.9,574.3,421.3
13188,2842,3,407.0,390.6,220.8,367.0
13189,2843,1,379.3,245.3,230.4,367.1
13190,2844,7,97.5,0.0,753.1,650.7
13191,2844,0,441.9,115.6,40.0,16.8
13192,2844,0,435.5,121.4,53.8,23.6
13193,2845,5,240.1,306.0,538.4,549.1
13194,2845,5,440.6,155.9,35.9,180.6
13195,2846,0,958.0,689.5,65.7,54.3
13196,2846,7,963.0,470.6,60.6,243.6
13197,2846,7,719.2,137.1,133.4,267.2
13198,2846,7,0.0,479.0,105.3,223.5
13199,2846,1,0.0,266.7,88.0,280.1
13200,2846,7,679.6,392.6,294.6,337.8
13201,2846,0,488.0,861.2,52.1,49.3
13202,2846,7,661.7,633.9,332.5,308.1
13203,2846,3,529.9,735.2,156.4,168.4
13204,2846,0,493.0,897.8,104.0,45.2
13205,2846,0,569.2,657.3,116.8,168.1
13206,2846,0,621.4,755.8,32.8,67.6
13207,2846,5,765.3,365.0,131.0,40.4
13208,2846,7,845.9,318.2,151.7,118.1
13209,2846,5,799.8,334.5,162.2,50.5
13210,2846,0,905.8,397.0,56.6,50.3
13211,2846,9,848.6,399.7,84.0,40.1
13212,2846,0,805.9,397.7,71.8,33.5
13213,2847,1,0.0,400.9,840.6,301.0
13214,2848,1,195.6,20.7,312.9,65.5
13215,2848,1,167.3,144.9,835.4,878.9
13216,2848,1,154.1,355.3,807.5,543.8
13217,2848,1,180.6,66.5,776.5,957.3
13218,2848,1,520.5,143.0,460.8,547.4
13219,2848,1,266.5,19.0,275.2,112.8
13220,2848,1,442.7,0.0,570.0,435.1
13221,2848,1,856.2,73.9,51.9,65.5
13222,2849,2,657.3,0.0,165.6,36.8
13223,2849,0,604.1,6.6,92.4,82.3
13224,2849,0,587.5,170.2,136.5,147.0
13225,2849,0,455.8,443.9,201.8,171.2
13226,2849,5,377.2,881.5,145.3,119.6
13227,2850,1,151.9,844.9,69.1,109.7
13228,2850,1,0.0,897.7,125.5,104.6
13229,2850,1,23.6,878.4,130.3,108.4
13230,2850,1,106.2,444.3,251.9,313.6
13231,2850,1,30.5,872.0,134.6,109.4
13232,2850,1,265.1,752.1,50.3,62.3
